job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency,posted_date,deadline,job_description
Java Android / IOS,Backend Developer,2,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,20000000,20000000,VND,3/2/2026,28/03/2026,"Trực tiếp tham gia phát triển và duy trì các ứng dụng di động trên nền tảng Android (sử dụng Java là ngôn ngữ chính) và iOS.
Thiết kế và triển khai các tính năng mới, đảm bảo hiệu suất và độ ổn định cao nhất cho ứng dụng.
Làm việc với các API RESTful để kết nối ứng dụng di động với các dịch vụ backend.
Tối ưu hóa giao diện người dùng (UI/UX) và xử lý các vấn đề về tương thích trên nhiều dòng thiết bị.
Phối hợp với Lead và các thành viên khác trong team để review code, giải quyết các vấn đề kỹ thuật phức tạp."
Web Developer 2 Năm Kinh Nghiệm Thu Nhập Lên Đến 20 Triệu,"Fullstack Developer, IT - Phần mềm",2,Hà Nội,Công ty Cổ phần EverFlow,onsite,20000000,20000000,VND,3/2/2026,31/03/2026,"Tham gia các dự án phát triển phần mềm cho khách hàng các tập đoàn viễn thông trong và ngoài nước, ngân hàng tổ chức tài chính...trên nền tảng ngôn ngữ Java
Làm việc trực tiếp với các chuyên gia dày dặn kinh nghiệm trong các lĩnh vực
Phân tích tài liệu kỹ thuật và đề xuất các giải pháp IT
Báo cáo công việc cho quản lý dự án
Phối hợp với BA và tester trong quá trình triển khai dự án
Tự học và chia sẻ kinh nghiệm/kiến thức cho các thành viên trong nhóm
Làm việc ở văn phòng khách hàng khi có yêu cầu"
Mini-App Game Developer - Mobile Banking App (Webview - VueJS - Typescript) Mỹ Đình - Hà Nội,"Mobile Developer, Game, IT - Phần mềm",2,Hà Nội,CÔNG TY TNHH GROOO INTERNATIONAL,onsite,,,,3/2/2026,28/03/2026,"Develop mini game via
webview
inside Android / IOS native application.
Implement UI designs and user flows based on UI/UX designs and functional specifications.
Ensure high performance, responsiveness, and usability of mobile applications.
Integrate mobile applications with backend services via RESTful APIs.
Collaborate closely with System Analysts, UI/UX Designers, Backend Developers, and QA teams.
Ensure compliance with banking security standards, coding guidelines, and best practices.
Fix bugs, optimize performance, and improve application stability.
Participate in code reviews, technical discussions, and sprint planning activities.
Support UAT and production release activities when required."
Python Developer,"Backend Developer, IT - Phần mềm",4,Hà Nội,Công ty Cổ phần Ứng dụng Phần mềm Mobio Việt Nam,onsite,28000000,45000000,VND,3/2/2026,5/4/2026,"Về chúng tôi
Mobio là một công ty phát triển phần mềm và cung cấp sản phẩm dưới dạng dịch vụ (Software as a Service – SaaS). Sản phẩm của Mobio là nền tảng CDP (Customer Data Platform), hỗ trợ cho các Doanh nghiệp trong việc hội tụ, phân tích dữ liệu Khách hàng, từ đó tối ưu và tự động hoá các quy trình nghiệp vụ Marketing, Sales, Service.
Giải pháp của chúng tôi đã và đang được ứng dụng chủ yếu bởi các Doanh nghiệp Lớn hoạt động trong đa lĩnh vực: Tài chính – Ngân hàng, Tập đoàn đa ngành như MSB, VIB, HDBank, VNPay, SunGroup, Guardian, Sapporo...
Mobio đã nhận giải thưởng Sao Khuê 2023, đồng thời được ghi nhận vào bản đồ công nghệ MarTech và CDP thế giới bởi 2 đơn vị quốc tế uy tín là ChiefMarTec và CDP Institute.
Về sản phẩm
CDP (Customer Data Platform) là giải pháp được nhắc tới nhiều tại thị trường Việt Nam trong khoảng 7-8 năm gần đây, và được đặt kỳ vọng rất nhiều từ các doanh nghiệp có định hướng chuyển đổi số và quan tâm tới dữ liệu khách hàng (customer insight, customer experience). Tại Mobio chúng tôi phát triển CDP “chuyên sâu” với việc phân tách giải pháp CDP lớn thành các nhánh chuyên biệt – theo nghiệp vụ và theo ngành nghề. Các line sản phẩm này có tên:
Activation CDP: phục vụ các nghiệp vụ Digital Marketing
Smart CRM: phục vụ các nghiệp vụ của các bộ phận Sale, các bộ phận Service trong doanh nghiệp.
Analytic CDP: phục vụ các đối tượng là Data Engineer/Data Scientist.
Sản phẩm/Giải Pháp của Mobio ứng dụng chủ yếu vào các ngành: BFSI (Ngân Hàng – Tài Chính – Bảo Hiểm); Healthcare; Retail.
Về quy trình phát triển sản phẩm:
Mobio là công ty làm về Product – hướng tới tập khách hàng là các Doanh Nghiệp Quy Mô Lớn (Large Enterprise) như Ngân Hàng, Tập Đoàn. Sản phẩm của công ty là các giải pháp nặng về nghiệp vụ liên phòng ban và xử lý data quy mô hàng chục triệu tới hàng trăm triệu bản ghi như CRM, CDP, Data Warehouse. Vì vậy, tính “Solution” trong sản phẩm của công ty sẽ cao hơn so với mặt bằng chung của các công ty làm Product trên thị trường. Mobio áp dụng Frawework phát triển SAFe 6.0 (Scale Agile Framework) – đây là framework phát triển Product với triết lý Agile nhưng với quy mô nhân sự lớn (đội ngũ phát triển có thể lên tới hơn 100 người trên một sản phẩm). Hiện Mobio có thể coi là một trong những công ty đầu tiên ở VN ứng dụng thành công SAFe 6.0 vào quy trình phát triển phần mềm.
Lộ trình xây dựng sự nghiệp
Tại Mobio có triển khai phần mềm Ladder – là phần mềm hỗ trợ xây dựng sự nghiệp cho nhân sự. Gồm có ghi nhận năng lực hiện có, đánh giá chuyên môn/khối lượng/chất lượng công việc theo chu kỳ. Và xây dựng lộ trình (đích đến, các bước cần phải đi qua) để nhân sự có thể lên được chức danh/thu nhập theo lộ trình.
Nhân sự được quyền lựa chọn Đích và Lộ Trình phát triển bản thân: Ví dụ lộ trình tăng 100% thu nhập trong vòng 3 năm thì cần làm những gì?
Mô tả công việc:
Tham gia thiết kế, xây dựng và triển khai các dịch vụ API back-end  với Python (flask)
Xây dựng và bảo trì, phát triển các tính năng của sản phẩm
Liên tục tối ưu hóa và nâng cấp mã nguồn để đảm bảo chất lượng, ổn định và an toàn
Chủ động nghiên cứu và ứng dụng công nghệ mới
Hỗ trợ và phối hợp với các bộ phận chức năng khác."
Lập Trình Viên Android (Mobile App),"Mobile Developer, IT - Phần mềm",1,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ORECA,onsite,10000000,15000000,VND,3/2/2026,28/03/2026,"Có kinh nghiệm làm các sản phẩm Product đẩy lên CH Play, có kinh nghiệm Firebase là một lợi thế
Phát triển các sản phẩm ứng dụng (app products) trên nền tảng Android.
Thiết kế xây dựng và phát triển ý tưởng mới cho các ứng dụng Android.
Tham gia vào toàn bộ quy trình phát triển một sản phẩm ứng dụng hoàn chỉnh để đẩy sản phẩm lên store Google Play.
Nghiên cứu các tài liệu, công nghệ để phát triển dự án.
Làm việc, phối hợp công việc theo nhóm dưới sự phân công công việc của quản lý dự án.
Được tự do nghiên cứu công nghệ mới, đề xuất ý tưởng đóng góp vào dự án."
Kỹ Sư Phần Mềm Ứng Dụng Desktop,"Backend Developer, IT - Phần cứng và máy tính, IT - Phần mềm",1,Hà Nội,Công ty Cổ phần Tập đoàn OSB,onsite,500,1000,USD,3/2/2026,31/03/2026,"1. Thiết kế phần mềm:
-	Tham gia nghiên cứu/phát triển các phần mềm tích hợp của công ty trên hệ điều hành Windows/Linux.
-	Nghiên cứu các công nghệ mới ứng dụng vào sản phẩm và dự án của công ty.
2. Các công việc khác:
-	Phối hợp với các bộ phận liên quan để hoàn thành phần mềm và tham gia vào quá trình phát triển phần mềm.
-	Thực hiện đào tạo nội bộ về phần mềm phát triển
-	Thực hiện báo cáo công việc theo định kỳ hoặc theo yêu cầu phát sinh.
-	Thực hiện nhiệm vụ khác theo sự chỉ đạo của Trưởng/Phó phòng và Ban Lãnh đạo Công ty."
Middle Python Engineer - AI/RAG Integration,"Backend Developer, IT - Phần mềm",3,Hà Nội,CÔNG TY CỔ PHẦN PHẦN MỀM NOBI VIỆT NAM,onsite,,,,3/2/2026,28/03/2026,"Bạn sẽ tham gia vào dự án cung cấp các giải pháp công nghệ ""All-in-one"" đến từ PFI. Hệ thống đóng vai trò cốt lõi trong việc quản lý, xử lý và xuất đánh giá dữ liệu (estimator), xử lý các file hệ thống (hotfolder watcher) và đặc biệt là tích hợp sức mạnh của Generative AI với hệ thống RAG (Retrieval-Augmented Generation) tích hợp sẵn.
Tham gia phát triển và tối ưu các tính năng AI cho hệ thống, xây dựng cơ chế xử lý và truy xuất dữ liệu thông minh nhằm nâng cao khả năng tìm kiếm và phân tích.
Phát triển và bảo trì hệ thống Backend, quản lý tác vụ xử lý nền và đảm bảo khả năng mở rộng khi xử lý khối lượng dữ liệu lớn.
Tích hợp và vận hành các dịch vụ lưu trữ đám mây, đảm bảo hệ thống hoạt động ổn định và hiệu quả."
Java Developer,"Fullstack Developer, IT - Phần mềm",3,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,,3/12/2026,30/05/2026,"Tham gia phát triển và bảo trì các hệ thống backend sử dụng Java.
Thiết kế, phát triển và tối ưu RESTful APIs phục vụ cho hệ thống và các ứng dụng tích hợp.
Làm việc với cơ sở dữ liệu như PostgreSQL, Redis để xử lý và lưu trữ dữ liệu hiệu quả.
Phối hợp với Frontend Developer và các bộ phận liên quan để xây dựng hệ thống hoàn chỉnh.
Tham gia quy trình phát triển phần mềm và quản lý công việc thông qua các công cụ như GitHub, Jira, Confluence.
Tham gia quy trình CI/CD với các công cụ như Jenkins, SonarQube."
Vue JS Developer,"Frontend Developer, IT - Phần mềm",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,,3/12/2026,30/05/2026,"Phát triển giao diện người dùng (UI) cho các hệ thống web sử dụng Vue.js (Vue 3).
Xây dựng các component, module frontend đảm bảo tính tái sử dụng, hiệu năng và khả năng mở rộng.
Tích hợp frontend với REST APIs từ hệ thống backend.
Phối hợp với Backend Developer, BA và UI/UX Designer để phát triển các tính năng mới.
Tối ưu trải nghiệm người dùng và hiệu năng của ứng dụng web.
Tham gia kiểm thử, debug và cải thiện chất lượng mã nguồn.
Sử dụng các công cụ quản lý dự án và source code như GitHub, Jira, Confluence."
Fresher .Net / C# Developer,"Backend Developer, IT - Phần mềm",1,Hồ Chí Minh,FPT Software,onsite,,,,3/12/2026,11/4/2026,"FPT Software HCM is seeking soon-to-be graduates to participate in large-scale software development projects.
Gain the opportunity to study and work on real projects with the company’s major clients, and learn about software development models and methodologies such as Waterfall, Agile, Scrum.
Participate in an intensive 3–6 month programming training program.
Opportunity to become a .NET Developer at FPT Software."
Python Automation,Software Engineer,2,Hồ Chí Minh,CÔNG TY CỔ PHẦN DỊCH  VỤ CÔNG NGHỆ TIN HỌC HPT,onsite,,,,3/12/2026,30/04/2026,"Develop and maintain applications using Python with clean, efficient, and scalable code.
Automate operational and development tasks using Python scripting.
Design, develop, and optimize SQL queries for data processing, reporting, and analysis.
Utilize Postman to test and validate APIs.
Build, deploy, and manage applications on AWS cloud infrastructure.
Collaborate with internal teams to design and deliver cloud-based solutions.
Troubleshoot, debug, and resolve issues related to applications, databases, and cloud environments.
Continuously evaluate and adopt new technologies to improve system performance and reliability.
Participate in coding assessments and technical evaluations (e.g., Codility Python assessment)"
Fresher Java Developer,"Backend Developer, IT - Phần mềm",1,Hồ Chí Minh,FPT Software,onsite,,,,3/12/2026,30/04/2026,"- FPT Software HCM is seeking graduates and soon-to-be graduates to participate in large scale software development projects for international clients.
- We offer an intensive 3–6 month training program designed from real-world experience
in major projects with leading global corporations.
- Benefit from a professional training curriculum designed based on practical insights and
industry standards.
- Upon successful completion, candidates will have the opportunity to become professional software developers at FPT Software."
